uai,nom_etablissement,nombre de lettre,_3eme_total,longitude,latitude,taux_de_reussite_g
0110021N,Collège Victor Hugo,19,199,3.0061500163371266,43.18780519341794,84.0
0110026U,Collège Jules Ferry,19,187,3.000819794519885,43.178945456593006,89.0
0300055X,Collège Bernard de Ventadour,28,181,4.613679404873639,44.16255645283105,79.0
0301327E,Collège Gérard Philipe,22,132,4.616229962459126,44.16182839770934,79.0
0301208A,Collège Eugène Vigne,20,131,4.637780315203951,43.81046622018786,95.0
0300946R,Collège Révolution,18,109,4.355359648642355,43.84112772205835,92.0
0301010K,Collège Ada Lovelace,20,136,4.391109100659875,43.85884609257492,71.0
0301098F,Collège les Oliviers,20,149,4.384729621593309,43.8339248310519,72.0
0300036B,Collège Armand Coussens,23,88,4.197789695878007,44.259105416907765,55.0
0340109J,Collège les Garrigues,21,145,3.817089710403796,43.64264400980377,76.0
0341278E,Collège Arthur Rimbaud,22,211,3.821589730549983,43.61667697617024,91.0
0340115R,Collège Paul Valéry,19,129,3.6915503474666664,43.40121709806816,81.0
0090490J,Collège Louis Pasteur,21,61,1.842259562340841,42.923099607067826,87.0
0121213D,Collège Carco,13,176,2.0346194733230227,44.35852006600605,82.0
0311687R,Collège Léon Blum,17,137,1.326339574596636,43.6171357742803,81.0
0310083X,Collège Didier Daurat,21,112,0.7199196120294634,43.1060406287638,82.0
0311231V,Collège Maurice Becanne,23,77,1.4245700135225179,43.584375771338,89.0
0650031F,Collège Desaix,14,125,0.07809035429572822,43.230546440553425,83.0
0650034J,Collège Paul Eluard,19,125,0.0582513971968151,43.243534972159864,77.0
0810125W,Collège Louis Pasteur,21,176,1.9819915952249412,43.76078896227641,81.0
0810126X,Collège Jean-Louis Etienne,26,99,2.381522487049182,43.50612121753114,93.0
0820017Y,Collège François Mitterrand,27,185,1.0923666228599318,44.10533875517655,87.0
0440309X,Collège Rosa Parks,18,82,-1.5917102604048903,47.23090401945198,82.0
0441608J,Collège La Durantière,21,84,-1.6039894137236577,47.21486580010774,81.0
0440055W,Collège Jean Rostand,20,143,-1.593531280363919,47.24594665769826,69.0
0490921K,Collège François Rabelais,25,147,-0.5970005279921484,47.47471728066055,74.0
0491028B,Collège Montaigne,17,100,-0.5324402157947051,47.469555438518896,70.0
0491675E,Collège Joachim du Bellay,25,109,-0.8862803545470918,47.040265123704096,70.0
0490048L,Collège Jean Rostand,20,124,-0.5000595269804583,47.44934443235111,93.0
0530484N,Collège Alain Gerbault,22,114,-0.7481104943065231,48.061387646157705,81.0
0720001K,Collège John Kennedy,20,135,0.1623149899466343,47.96491711362943,91.0
0720902P,Collège Pierre-Gilles de Gennes,31,108,0.1976884716282042,47.96849261242499,96.0
0131610E,Collège Vincent Van Gogh,24,179,4.638130116326001,43.67943880232301,85.0
0132572A,Collège Ampère,14,168,4.62668966743531,43.67347246794884,86.0
0132204A,Collège Pont de Vivaux,22,131,5.416830370752995,43.27705886764262,87.0
0131604Y,Collège Henri Wallon,20,140,5.386180404033253,43.3196178510615,85.0
0132491M,Collège Alexandre Dumas,23,183,5.392300067094302,43.31616344291976,82.0
0133775H,Collège Marie Laurencin,23,69,5.38785964493626,43.32037096854043,82.0
0131885D,Collège Vallon des Pins,23,151,5.365884347481156,43.371399994209604,86.0
0132785G,Collège Rosa Parks,18,128,5.365677889611877,43.331237259962585,88.0
0131605Z,Collège Henri Barnier,21,170,5.3438294872879935,43.3649273775508,67.0
0132322D,Collège Paul Eluard,19,121,4.992829441665292,43.41282157756637,91.0
0133196D,Collège Simone de Beauvoir,26,144,5.2775586078432255,43.42794993215359,86.0
0840761W,Collège Alphonse Daudet,23,134,5.031266819380827,44.047555366708046,69.0
0840018N,Collège Paul Gauthier,21,132,5.048265999805911,43.841638031337595,87.0
0840664R,Collège Jules Verne,19,174,4.862076609008712,43.959249941349086,95.0
0840698C,Collège Alphonse Silve,22,187,5.001727505690719,44.037724494666,85.0
0061174U,Collège Gérard Philipe,22,132,6.963340154600625,43.56994589845756,84.0
0060085K,Collège international Joseph Vernier,36,146,7.2589400189322655,43.706818605018846,74.0
0060840F,Collège Frédéric Mistral,24,207,7.212340363560946,43.67372499276318,82.0
0830953K,Collège Peiresc,15,163,5.9347041399016085,43.124334055184825,77.0
0631120A,Collège Gérard Philipe,22,122,3.1150399561108566,45.79713209171927,87.0
0741165P,Collège Michel Servet,21,249,6.237469534232542,46.19285076495058,75.0
0381810L,Collège Gérard Philipe,22,107,5.678450539194562,45.1998522454648,88.0
0381604M,Collège Vercors,15,109,5.743450407698,45.177163473158906,89.0
0381780D,Collège Olympique,17,88,5.728090455359271,45.161731024705865,79.0
0382114S,Collège Stendhal,16,144,5.730009016742572,45.18938299512211,83.0
0382104F,Collège Louis Aragon,20,137,5.149710052183323,45.61853121196117,86.0
0730904L,Collège Combe de Savoie,23,144,6.371599818245207,45.66598411736003,76.0
0010975E,Collège Jacques Prévert,23,147,6.031359448747479,46.247648621001346,90.0
0421689H,Collège Jules Vallès,20,68,4.366679864046602,45.39926867858585,88.0
0421919H,Collège Massenet Fourneyron,27,106,4.333899589658417,45.39922504104214,94.0
0421852K,Collège Louis Aragon,20,109,4.073359762134991,46.08143045710371,69.0
0421684C,Collège Albert Thomas,21,81,4.074189363998615,46.044164960692996,80.0
0692414Z,Collège Jean-Philippe Rameau,28,192,4.788188554322999,45.79275611788912,95.0
0690060R,Collège Jean Mermoz,19,51,4.888826360955459,45.733786848574546,82.0
0691669P,Collège Victor Grignard,23,155,4.882625384599657,45.72483630367119,71.0
0692340U,Collège Henri Longchambon,25,137,4.874144766940049,45.72596123674255,67.0
0692700K,Collège Marie Laurencin,23,232,4.444735523834281,45.89664118540146,78.0
0691666L,Collège Aimé Césaire,20,139,4.9158810193013665,45.78502996666985,71.0
0631522M,Collège Albert Camus,20,161,3.1076595294985236,45.80771203821128,100.0
0280657M,Collège les Petits Sentiers,27,123,1.454989472728926,48.43339819251506,92.0
0280034K,Collège Jean Macé,17,136,1.461900355972772,48.44813319315256,75.0
0280753S,Collège Nicolas Robert,22,129,1.361220145084155,48.7165647756616,75.0
0360544W,Collège Denis Diderot,21,98,2.003769733796371,46.94493413362061,77.0
0370041U,Collège Jules Michelet,22,121,0.694659408190326,47.38429543035467,75.0
6200040Z,Collège Léon Boujot,19,157,9.279163568037063,41.59000247913734,93.0
6200697N,Collège Maria de Peretti,24,174,9.266768799318287,41.57767404890518,88.0
7200612C,Collège Giraud,14,135,9.446977797288765,42.697546140832365,86.0
0541211Y,Collège Émile Gallé,19,140,6.2216805889771125,48.70004339242134,85.0
0540111C,Collège Jacques Callot,22,132,6.161119410728105,48.66599311776567,80.0
0550701N,Collège Jacques Prévert,23,80,5.170279675783989,48.779758068548,47.0
0570326V,Collège Claudie Haigneré,24,116,6.817740550247311,49.15473021261919,89.0
0572491Y,Collège Robert Schuman,22,55,6.777449906556984,49.13890738186971,71.0
0570069R,Collège Jules Lagneau,21,128,6.197589709110649,49.1200744448891,88.0
0572493A,Collège Louis Armand,20,66,6.8500603280484285,49.20993462751077,85.0
0572579U,Collège Jules Ferry,19,108,6.168929956923903,49.148211697080846,76.0
0881145S,Collège Maurice Barrès,22,140,6.2900766245311726,48.36784764327686,84.0
0880045W,Collège Alphonse Cytère,23,112,6.636642405074547,48.35301560900074,82.0
0080910W,Collège Turenne,15,103,4.946699668278866,49.6992311347161,84.0
0100019S,Collège de la Villeneuve,24,137,4.055670107863366,48.28282488686578,74.0
0520049W,Collège Anne Frank,18,105,4.968319750330073,48.64699426079609,64.0
0511474A,Collège Pierre Gilles de Gennes,31,89,4.590709492301247,48.71230434278272,65.0
0511470W,Collège Maryse Bastié,21,162,4.044869446645695,49.26984549368462,75.0
0672765S,Collège Galilée,15,141,7.688407452856696,48.54972604056322,84.0
0670066H,Collège Rouget de Lisle,23,211,7.76792065723995,48.609011849546405,85.0
0670105A,Collège Lezay Marnésia,22,178,7.745844401973917,48.548950183178,84.0
0671909L,Collège international Vauban,28,129,7.777870947628021,48.582135183779386,60.0
0681757R,Collège Anne Frank,18,95,7.368231318262159,47.76341036026922,82.0
0680110A,Collège Jean Macé,17,165,7.294382433052226,47.73355948572547,76.0
0681395X,Collège François Villon,23,209,7.311441390251784,47.75197271083666,78.0
9710406P,Collège Germain Saint-Ruf,25,139,-61.56454612175841,16.04362725672896,82.0
9711181G,Collège Bois Rada,17,107,-61.67041044710481,16.280690780790454,85.0
9710022X,Collège du Mont des Accords,27,226,-63.07941986733986,18.069452218170497,80.0
9711087E,Collège roche gravée de Moho,28,114,-63.03502027876942,18.06395184129821,86.0
9730130D,Collège Eugène Nonnon,21,194,-52.331632743233115,4.941425734458686,89.0
9730192W,Collège Léo Othily,18,150,-53.7793200392691,5.671095321792683,78.0
9730373T,Collège Paule Berthelot,23,106,-53.81686483676857,5.60451614072497,95.0
9730307W,Collège Concorde-Maurice Dumesnil,33,264,-52.35117007411128,4.8351327253277105,90.0
9730173A,Collège Chlore Constant,23,162,-51.80158020383675,3.8907540552420596,91.0
9730329V,Collège Paul Jean Louis,23,297,-54.013070596902814,5.481067756110026,81.0
0020030X,Collège Camille Desmoulins,26,111,3.636139990380132,49.904117444645166,82.0
0020090M,Collège Charlemagne,19,163,3.6408502326688725,49.56229507810586,83.0
0600007G,Collège Henri Baumont,21,145,2.102389643192186,49.4393634706028,85.0
0600018U,Collège Gaëtan Denain,21,115,2.82072362679193,49.410872621247876,91.0
0600022Y,Collège Gabriel Havez,21,177,2.467662873811276,49.248815297865434,93.0
0601718S,Collège Pierre Mendès France,28,109,2.1407595120776297,49.23013890968722,80.0
0600036N,Collège Edouard Herriot,23,126,2.451049890230202,49.267760854693826,82.0
0601297J,Collège Louis Pasteur,21,156,3.015309560285732,49.585491608989635,91.0
0601296H,Collège Lucie et Raymond Aubrac,31,102,2.5979493308925186,49.29354577082032,91.0
0800018K,Collège Edouard Lucas,21,159,2.2683251519835483,49.89906876441213,92.0
0801443J,Collège Maréchal Leclerc de Hauteclocque,40,59,1.785335489857011,49.841637398349576,96.0
0801341Y,Collège Louise Michel,21,133,2.780002233952314,49.70433315333516,84.0
0594295Y,Collège du Westhoek,19,44,2.3948734187132454,51.02609343403172,74.0
0594402P,Collège André Canivez,21,134,3.0743805506245514,50.38556769775681,86.0
0590088A,Collège Jules Verne,19,90,2.3046996668512616,51.020127902647296,90.0
0594309N,Collège Pierre de Ronsard,25,91,3.901209519412997,50.253684615272356,77.0
0594418G,Collège Charles de Gaulle,25,94,4.090250109750892,50.3030779347669,89.0
0595172B,Collège Eugène Thomas,21,246,3.645209621701694,50.24844416685529,95.0
0593179K,Collège Claude Lévi-Strauss,27,135,3.036739502459178,50.63147124244808,74.0
0593483R,Collège Robert Desnos,21,108,3.200689310892901,50.342317608166105,99.0
0590155Y,Collège Descartes,17,89,3.1070795554789647,50.6356690520175,76.0
0590157A,Collège Saint-Exupéry,21,109,3.582870374959155,50.38314537455736,88.0
0596529B,Collège intercommunal Maurice Schumann,38,116,3.2054296343625706,50.375061829305764,90.0
0594303G,Collège Jehan Froissart,23,117,3.657790588229318,50.40095515303546,79.0
0594634S,Collège Théodore Monod,22,87,3.1825896596418874,50.67211691461054,70.0
0594644C,Collège Lavoisier,17,85,3.55778945950352,50.364495736345354,96.0
0596860L,Collège Lucie Aubrac,20,175,3.1303902796289336,50.73096722790286,87.0
0594524X,Collège Jean Moulin,19,64,3.045949585843362,50.59193523772984,78.0
0594392D,Collège Pablo Néruda,20,54,3.2378495967709715,50.70934262131982,59.0
0623313P,Collège Lavoisier,17,86,2.475710473957055,50.50690421353284,95.0
0622793Z,Collège David Marcelle,22,135,2.921099632581262,50.41608045486609,60.0
0620051U,Collège Angellier,17,108,1.6093893504615437,50.7211009818125,95.0
0622273J,Collège Lucien Vadez,20,90,1.8989393922124258,50.954987926866636,74.0
0622799F,Collège Léo Lagrange,20,108,2.4807895586763813,50.567034279137644,79.0
0622262X,Collège Henri Wallon,20,143,2.877100390185131,50.41020311287875,78.0
0622578R,Collège Jean Rostand,20,74,2.6823894284960037,50.444295459961204,64.0
0622907Y,Collège de la Morinie,21,73,2.26844997765505,50.74773575087692,82.0
0770019C,Collège Robert Doisneau,23,169,2.6455786065829257,48.51941410050584,83.0
0771337K,Collège Elsa Triolet,20,216,2.6352357143411234,48.54492273740363,90.0
0772056S,Collège Jean de La Fontaine,27,111,2.623987470095781,48.543889180956334,78.0
0771172F,Collège Albert Camus,20,120,2.9090469708554823,48.94843462333384,81.0
0771339M,Collège Pierre Brossolette,26,164,2.674553155197504,48.54493518460296,87.0
0771618R,Collège les Maillettes,22,141,2.588544875994292,48.623866275210915,83.0
0771518G,Collège Louis Armand,20,171,2.5743723043202973,48.60087772924634,94.0
0931709C,Collège Henri Wallon,20,137,2.38832462792748,48.9113525929103,80.0
0930891N,Collège Victor Hugo,19,148,2.4949343604846885,48.95966122156272,79.0
0931434D,Collège Claude Debussy,22,171,2.5109578130404677,48.9518906220583,68.0
0931181D,Collège Georges Politzer,24,167,2.416968219146613,48.85980960533646,88.0
0930900Y,Collège Jean-Pierre Timbaud,27,141,2.468565537243213,48.90649611975704,83.0
0931196V,Collège Pierre Sémard,21,140,2.4465337851503084,48.91081460956552,79.0
0930893R,Collège Roger Martin du Gard,28,197,2.334681817286535,48.95106537403395,92.0
0931148T,Collège Georges Politzer,24,179,2.399781969665917,48.93163026635062,91.0
0930611J,Collège Nelson Mandela,22,144,2.461288891587177,48.94774164973576,60.0
0931433C,Collège René Descartes,22,185,2.4442765970182965,48.948690059554245,79.0
0931213N,Collège Colonel Fabien,22,134,2.4533846258154264,48.875301630454516,64.0
0931485J,Collège Georges Braque,22,143,2.5381467317946145,48.867531472780165,82.0
0932725G,Collège Françoise Héritier,26,80,2.4477106661510217,48.89273679585427,88.0
0931218U,Collège Jean Lolive,19,119,2.4017546727489063,48.90084996908324,85.0
0931222Y,Collège Pierre-André Houël,26,89,2.435378334246137,48.88345407682914,77.0
0930593P,Collège Saint-Exupéry,21,198,2.492362541473328,48.86304004094429,74.0
0931230G,Collège Elsa Triolet,20,139,2.3488117360493526,48.939562046093904,85.0
0931231H,Collège Pierre de Geyter,24,134,2.3523546266562696,48.93283839694313,93.0
0931147S,Collège Barbara,15,136,2.369629184725014,48.95142148251619,84.0
0941971G,Collège Dulcie September,24,171,2.3360363626297227,48.80571341168841,93.0
0940786U,Collège Lucie Aubrac,20,144,2.5084514597171195,48.81936008657006,71.0
0940787V,Collège Nicolas Boileau,23,92,2.5547957369700085,48.80448794709731,83.0
0940003T,Collège Amédée Laplace,22,112,2.468276499660144,48.780804159789454,89.0
0940521F,Collège Louis Pasteur,21,135,2.462168822055753,48.78434924334252,91.0
0940516A,Collège Fréderic et Irène Joliot-Curie,38,197,2.4744208866508903,48.85257611696547,79.0
0941296Y,Collège Jean Macé,17,136,2.48038882812426,48.85651971631681,55.0
0941099J,Collège Rosa Parks,18,125,2.3457206277302776,48.81370212196632,85.0
0941783C,Collège Daniel Fery,19,145,2.495842015929086,48.75476701277979,73.0
0941024C,Collège Jules Ferry,19,67,2.434551245936811,48.79246922741321,87.0
0940791Z,Collège Pierre Brossolette,26,180,2.4627014018769846,48.73275912469773,88.0
0940042K,Collège Adolphe Chérioux,24,119,2.369523095801562,48.780072029592844,81.0
0941029H,Collège Jules Vallès,20,123,2.402137046623073,48.77514272401906,70.0
0754706H,Collège Marie Curie,19,100,2.350666344782148,48.893240051158365,82.0
0751707Y,Collège Edouard Pailleron,25,103,2.378703674841605,48.881249726863615,87.0
0755747P,Collège Suzanne Lacore Paris Nord Est,37,82,2.378877064621717,48.89860933146669,86.0
0752198G,Collège Pierre Mendès-France,28,138,2.4111599096639362,48.86805779207705,78.0
0911570M,Collège Sédar Senghor,21,146,2.4593365780638576,48.61869569765931,78.0
0910021D,Collège Le Village,18,172,2.445152496048942,48.63042860914635,63.0
0911444A,Collège Montesquieu,19,142,2.435068803876908,48.63969570662481,81.0
0911152H,Collège Jean Moulin,19,192,2.248434854545303,48.580393325882895,82.0
0921545E,Collège André Malraux,21,168,2.276999947399213,48.92650988510041,68.0
0921547G,Collège Voltaire,16,144,2.292398114663243,48.91450885220009,91.0
0921623P,Collège Jean Jaurès,19,156,2.3074839689415936,48.906067935859944,83.0
0921675W,Collège Marguerite Duras,24,145,2.2338101444648353,48.91770976091729,82.0
0920594W,Collège République,18,115,2.2058684840970253,48.90266920221561,82.0
0951230W,Collège Eugénie Cotton,22,199,2.230163379487808,48.94644245498279,82.0
0950739M,Collège Antoine de Saint-Exupéry,32,134,2.2498854929375365,48.994224163369246,73.0
0951920W,Collège François Truffaut,25,138,2.423851403429152,49.00437744378741,81.0
0951800R,Collège Louis Aragon,20,146,2.2034330147754093,48.994514690921534,64.0
0950934Z,Collège Georges Brassens,24,151,2.274258516099972,49.15452977206743,82.0
0950039B,Collège Le Parc,15,121,2.110612950522732,49.04077077189662,87.0
0950045H,Collège Evariste Galois,23,180,2.3746594305691335,48.97514785060492,87.0
0951945Y,Collège Victor Hugo,19,98,2.3819415024284494,48.997227791444985,86.0
0780264N,Collège Les Grands Champs,25,113,2.0265803546876593,48.91943566283153,76.0
0781101Y,Collège Le Corbusier,20,110,2.0272209979601326,48.92341683080588,77.0
0780187E,Collège Youri Gagarine,22,135,1.9784158927616389,48.774680346556735,91.0
9740812P,Collège l'Oasis,15,195,55.29997213425819,-20.94292439280603,91.0
9741313J,Collège Jean le Toullec,23,131,55.30734477345553,-20.949446190878465,87.0
